,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
172,NA00183,2017-08-28 22:04:00,Chinese (Mandarin),Daily,Not important,,,Monthly,,,yes,Never - not applicable,,,,Weekly,Not important,,,Weekly,Not important,,,Daily,Important,,,Never - not applicable,,,,Never - not applicable,Not important,,,Never - Can't do in the language,,,,Never - not applicable,,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Slightly important,,yes,Never - not applicable,,,,Never - not applicable,,,,Weekly,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,,,,Daily,,,,Daily,,,,Monthly,,,,,,,Customer Service,EAP,SHANGHAI,PEOPLES REP OF CHINA,05,ENTRY,CM,2.0,0.5,2.0,,CM,2,1
173,NA00184,2017-08-28 22:00:00,Chinese (Mandarin),Weekly,Important,,yes,Monthly,Important,yes,,Weekly,Important,,,Weekly,Slightly important,,,Every few months,Not important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Every few months,Slightly important,,,Never - not applicable,,,,Daily,Very important,yes,,Weekly,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Slightly important,yes,,Monthly,Important,,yes,Never - not applicable,,,,Weekly,Important,yes,,Daily,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Important,,,Daily,Important,,,Weekly,Important,yes,,,,,Operations,EAP,SHANGHAI,PEOPLES REP OF CHINA,01,SENIOR,CM,3.0,0.5,3.0,0.5,CM,3,3
174,NA00185,2017-08-28 21:44:00,Chinese (Mandarin),Daily,Important,,,Monthly,Important,,,Monthly,Very important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Every few months,Slightly important,,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Monthly,Important,,,Daily,Important,,,Weekly,Important,,,Monthly,Slightly important,,,Monthly,Important,,,Weekly,Important,,,Daily,Very important,,,Monthly,Important,,,Every few months,Important,,yes,Daily,Important,,,Monthly,Important,,yes,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,"It would have been helpful if you had a box to check whether using the host country language.  As a GSO, I frequently use Chinese on the job to conduct work performance, daily tasks, and interact with counterparts that are providing services to the Mission.  This could include contract negotiations, discussions with employees on how to better provide customer service or interact with colleagues from other sections, and a range of either representational or other event participation where knowing Chinese has been of benefit to both my professional and personal development.","Haha.  None.  These systems are not sufficiently developed to catch the nuance and so other than to use it for looking up individual words, I usually would not bother to use these resources.  The change in focus away from reading by FSI is a mistake, it is critical to developing the oral language abilities that will help people to do their jobs, especially for a language like Chinese that is so context dependent and where learning the background of key phrases and idioms is the only way to really pick up the meaining being expressed.",,Manager,EAP,TAIPEI ,TAIWAN,03,MID,CM,3.0,0.5,3.0,,CM,3,3
175,NA00186,2017-08-28 21:39:00,Korean,Every few months,Slightly important,,yes,Every few months,Slightly important,yes,,Weekly,Important,yes,,Daily,Important,,,Monthly,Slightly important,,,Every few months,Slightly important,yes,yes,Never - not applicable,,,,Daily,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Very important,yes,yes,Daily,Important,yes,yes,Weekly,Important,yes,yes,Weekly,Slightly important,,,Weekly,Important,yes,yes,Every few months,Slightly important,yes,yes,Every few months,Slightly important,no,yes,Never - not applicable,,,yes,Never - not applicable,,,,Never - not applicable,,,,Every few months,Slightly important,,yes,Daily,Very important,yes,,Weekly,Important,,,Monthly,Slightly important,,,Daily,Important,,,"I am conversational in Korea.  LE Staff generally speak English better than I speak Korea, so we default to English.  I will use Korean to clarify discussion points.",Occasionally use Google Translate to help understand a document better.,I greet the LE Staff daily in Korean and inquire after their well being.,Manager,EAP,SEOUL,KOREA,03,MID,KP,3.0,,1.0,0.5,KP,2,0
176,NA00187,2017-08-28 21:11:00,Indonesian,Weekly,Important,yes,,Every few months,Slightly important,,,Weekly,Important,yes,,Weekly,Slightly important,yes,,Never - not applicable,,no,,Weekly,Very important,yes,,Never - not applicable,,,,Weekly,Important,yes,,Weekly,Important,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operations,EAP,JAKARTA,INDONESIA,02,MID,JN,2.0,0.5,2.0,0.5,JN,3,3
177,NA00188,2017-08-28 20:48:00,Chinese (Mandarin),Weekly,Important,yes,,Every few months,Important,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,,,Weekly,Important,,,Daily,Very important,no,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Monthly,Very important,,,Monthly,Important,yes,,Daily,Very important,,,Daily,Very important,yes,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Important,,,Daily,Very important,,,,,,Customer Service,EAP,SHANGHAI,PEOPLES REP OF CHINA,06,ENTRY,CM,3.0,,3.0,,CM,2,1
178,NA00189,2017-08-28 20:30:00,Chinese (Mandarin),Weekly,Important,yes,,Monthly,Slightly important,,yes,Weekly,Very important,,,Weekly,Important,,,Monthly,Slightly important,,,Monthly,Slightly important,,yes,Weekly,Slightly important,,,Daily,Very important,,,Every few months,Slightly important,,yes,Every few months,Not important,,,Daily,Very important,yes,,Daily,Very important,yes,,Every few months,Important,yes,,Monthly,Important,yes,,Weekly,Very important,yes,,Every few months,Very important,,yes,Weekly,Very important,yes,,Daily,Very important,yes,,Daily,Very important,,,Every few months,Not important,,yes,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,yes,Daily,Very important,,,Daily,Important,,,Daily,Very important,,,Daily,Slightly important,,,,,,Social Media,EAP,BEIJING,PEOPLES REP OF CHINA,02,MID,CM,3.0,0.5,3.0,0.5,CM,3,3
179,NA00190,2017-08-28 20:26:00,Chinese (Mandarin),Never - Can't do in the language,Not applicable,,,Never - Can't do in the language,Not applicable,,,Every few months,Not applicable,,,Every few months,Not applicable,,,Weekly,Very important,,,Never - Can't do in the language,Not applicable,,,Never - Can't do in the language,Not applicable,,,Daily,Very important,,,Never - Can't do in the language,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Never - Can't do in the language,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Weekly,Important,,,Never - Can't do in the language,Not applicable,,,Every few months,Very important,,,Never - Can't do in the language,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Important,,,Daily,Very important,,,Daily,Important,,,,,,Manager,EAP,BEIJING,PEOPLES REP OF CHINA,05,ENTRY,CM,2.0,,1.0,,CM,2,0
180,NA00191,2017-08-28 20:26:00,Chinese (Mandarin),Monthly,Slightly important,,yes,Never - not applicable,Not applicable,,,Every few months,Not important,yes,,Weekly,Slightly important,,,Weekly,Important,,yes,Weekly,Important,,yes,Weekly,,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Monthly,Important,,yes,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Never - not applicable,Not applicable,,,Daily,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,yes,,Daily,Important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,yes,,I am a first tour officer either working the visa window or in ACS wheer the majority of our work is in English,,interviewing people on the visa line,Customer Service,EAP,GUANGZHOU,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,2.0,,CM,2,1
181,NA00192,2017-08-28 20:23:00,Chinese (Mandarin),Daily,Important,,yes,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,yes,,Weekly,Important,,,Daily,Important,yes,yes,Daily,Important,yes,,Daily,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Daily,Very important,,yes,Never - not applicable,,,,Daily,Very important,yes,,Monthly,Very important,,yes,Daily,Very important,yes,,Weekly,Very important,,,Daily,Slightly important,yes,,Weekly,Slightly important,,,Never - not applicable,,,,Weekly,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,yes,,,,"I am in the Public Affairs section so it is my role to reach out to the local public in a language they can understand. I also work on education programs, so most of my audience should know some English, making it easier for me.",Social Media,EAP,BEIJING,PEOPLES REP OF CHINA,02,MID,CM,3.0,,3.0,,CM,3,3
182,NA00193,2017-08-28 20:23:00,Chinese (Mandarin),Every few months,Important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Important,,yes,Monthly,Important,yes,,Monthly,Important,yes,,Weekly,Very important,yes,,Every few months,Slightly important,,,Weekly,Important,yes,,Every few months,Slightly important,,yes,Monthly,Not important,,,Never - Can't do in the language,Not important,yes,,Never - Can't do in the language,Not important,,,Never - Can't do in the language,Not important,,,Never - not applicable,,,,Daily,Not important,yes,,Every few months,Slightly important,,yes,Never - Can't do in the language,Slightly important,,yes,Every few months,Slightly important,yes,,Monthly,Slightly important,yes,,Never - Can't do in the language,Not important,,yes,Never - Can't do in the language,Not important,,yes,Monthly,Important,,yes,Every few months,Slightly important,yes,,Weekly,Important,,,Weekly,Important,,,Weekly,Very important,,,Weekly,Important,,,,,,Customer Service,EAP,SHANGHAI,PEOPLES REP OF CHINA,02,MID,CM,3.0,,3.0,,CM,3,3
183,NA00194,2017-08-28 19:52:00,Thai,Never - not applicable,,,,Never - not applicable,,,,Monthly,Slightly important,yes,,Daily,Very important,yes,,Never - not applicable,,,,Daily,Very important,,,Daily,Important,yes,,Never - Can't do in the language,Not applicable,,,Never - not applicable,,,,Weekly,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,yes,,Every few months,Important,,,Daily,Very important,yes,,Daily,Important,yes,,Daily,Important,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,,,Daily,Important,,,Weekly,Important,,,Daily,Very important,,,Weekly,Important,,,Daily,Important,yes,,"I am a consular officer. When I was in ACS, the foreign language of my host country was not important for my job. Now that I am in visas, it is very useful.",Checking documents,Giving directions.,Customer Service,EAP,BANGKOK,THAILAND,04,ENTRY,TH,2.0,,2.0,,TH,2,2
184,NA00195,2017-08-28 19:52:00,Chinese (Mandarin),Daily,Very important,yes,,Every few months,Important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,,,,,Weekly,Important,,,Daily,Very important,,,Daily,Very important,,,Weekly,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Every few months,Very important,yes,,Never - not applicable,,,,Every few months,Slightly important,,,Daily,Slightly important,,,Daily,Important,yes,,Weekly,Very important,,,Weekly,Important,,,Every few months,Slightly important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,no,,Daily,Important,,,Daily,Important,,,Monthly,Important,,,Monthly,Important,,,,Use Google translate to assist in reading job-related news articles.,"Speaking Chinese well is much more important than reading.  Speaking is a regular need and function, while reading and analyzing texts can usually be performed by local staff.",Operations,EAP,TAIPEI ,TAIWAN,01,SENIOR,CM,3.0,0.5,3.0,,CM,3,3
185,NA00196,2017-08-28 18:58:00,Spanish,Daily,Very important,,,Monthly,Important,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Daily,Important,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Never - not applicable,Not applicable,,,Daily,Important,,,Daily,Important,,,Never - not applicable,Not applicable,,,Every few months,Important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,,,,Operations,WHA,TIJUANA,MEXICO,03,MID,QB,3.0,,3.0,,QB,3,3
186,NA00197,2017-08-28 18:51:00,japanese,Weekly,Slightly important,,yes,Monthly,Important,,,Monthly,Important,,yes,Monthly,Important,,yes,Every few months,Slightly important,,,Monthly,Important,,yes,Never - not applicable,Not applicable,,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,yes,,Daily,Very important,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,,,Weekly,Important,,,,,,Customer Service,EAP,NAHA,JAPAN,04,ENTRY,JA,2.0,0.5,0.0,0.5,JA,2,0
187,NA00198,2017-08-28 18:48:00,Spanish,Monthly,Important,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,Daily,Very important,no,,Daily,Important,yes,,Weekly,Slightly important,,,Weekly,Important,,,Daily,Very important,yes,,Monthly,Slightly important,,,Weekly,Slightly important,yes,yes,Daily,Very important,,,Daily,Very important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Monthly,Slightly important,,,Weekly,Important,yes,yes,Daily,Important,yes,,Daily,Very important,yes,,Weekly,Slightly important,,yes,Weekly,Important,yes,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Weekly,Important,,,Monthly,Not important,,,Daily,Important,,,Weekly,Slightly important,yes,,"Current job is a three-month rotation as Staff Assistant.  Afterwards will return to Consular adjudication, which requires a different set of activities.",None,,Customer Service,WHA,CIUDAD JUAREZ,MEXICO,04,ENTRY,QB,3.0,,3.0,,QB,3,3
188,NA00199,2017-08-28 18:46:00,Dutch,Weekly,Important,yes,,Weekly,Important,yes,,Monthly,Important,,,Daily,Slightly important,,,Weekly,Not important,,,Monthly,Slightly important,yes,,Daily,Very important,yes,,Weekly,Slightly important,,,Monthly,Slightly important,,,Daily,Very important,,yes,Daily,Important,yes,,Daily,Important,yes,,Monthly,Important,yes,,Never - not applicable,,,,Monthly,Important,yes,,Monthly,Important,,yes,Monthly,Important,yes,,Monthly,Important,,,Daily,Important,yes,,Daily,Important,,,Monthly,Important,,,Never - Can't do in the language,,,,Monthly,Important,,yes,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,Weekly,Important,,,,Sometimes use Google translate to get a head start translating a news article that is needed quickly.,,Social Media,WHA,PARAMARIBO,SURINAM,04,ENTRY,DU,3.0,,3.0,,DU,3,3
189,NA00200,2017-08-28 18:30:00,Chinese (Mandarin),Weekly,Important,,,Every few months,Very important,,yes,Monthly,Very important,,,Every few months,Important,,,Every few months,Slightly important,,,Daily,Important,,,Weekly,Slightly important,,,Daily,Very important,yes,,Weekly,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,EAP,SHANGHAI,PEOPLES REP OF CHINA,03,MID,CM,3.0,,2.0,0.5,CM,3,3
190,NA00201,2017-08-28 18:02:00,Spanish,Monthly,Important,yes,,,Not applicable,no,,,Not applicable,,,Daily,Important,,,Monthly,Important,,,Daily,Very important,,,,Not applicable,,,Daily,Important,,,,Not applicable,,,,Not applicable,,,,Not applicable,,,Daily,Very important,,,,Not applicable,,,,Not applicable,,,,Not applicable,,,,Not applicable,,,Daily,Very important,yes,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,WHA,TIJUANA,MEXICO,04,ENTRY,QB,3.0,0.5,3.0,,QB,3,3
191,NA00202,2017-08-28 17:47:00,Spanish,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,no,,Weekly,Slightly important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Not important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Not important,,,Weekly,Not important,,,Never - not applicable,Not applicable,,,Weekly,Not important,yes,,,"I occasionally use Google translate during consular interviews to look up words I don't know that have come up in conversation.  For long legal documents, I ask one of the LE staff with a legal background for help.",,Customer Service,WHA,CIUDAD JUAREZ,MEXICO,05,ENTRY,QB,3.0,,3.0,,QB,3,3
